source_url,condition_id,group_name,resolved_group_name,mapping_action,raw_text
https://www.card-gorilla.com/card/detail/1,1,쇼핑,쇼핑,EXACT,백화점/할인점/홈쇼핑·온라인몰 1.0~5.0% 적립
https://www.card-gorilla.com/card/detail/1,1,모든가맹점,모든가맹점,EXACT,"전국 가맹점 0.2~2.0% 적립
해외 가맹점 1~5% 적립"
https://www.card-gorilla.com/card/detail/1,1,주유,주유소,SYNONYM_APPLIED,"S-OIL, 에이치디현대오일뱅크 주유 시 리터 당 60원 적립"
https://www.card-gorilla.com/card/detail/1,1,금융,기타혜택,UNMAPPED_FALLBACK_기타혜택,"신한투자증권 CMA 결제계좌 0.2% 추가 적립
마이신한포인트 가맹점 추가 적립"
https://www.card-gorilla.com/card/detail/1,1,통신,통신,EXACT,SK텔레콤/KT/LG U+ 이동통신요금 1.0~5.0% 적립
https://www.card-gorilla.com/card/detail/1,1,기타,기타,EXACT,무이자/영화/테마파크
https://www.card-gorilla.com/card/detail/1,1,적립,기타혜택,UNMAPPED_FALLBACK_기타혜택,포인트 적립상세 및 포인트 사용 안내
https://www.card-gorilla.com/card/detail/2,2,백화점,백화점,EXACT,"국내 유명 백화점, 할인점, 온라인 쇼핑몰 최대 5% 할인"
https://www.card-gorilla.com/card/detail/2,2,패밀리레스토랑,기타혜택,UNMAPPED_FALLBACK_기타혜택,"국내 유명 패밀리레스토랑, 커피 20~30% 할인"
https://www.card-gorilla.com/card/detail/2,2,주유소,주유소,EXACT,GS칼텍스 리터당 60원 할인
https://www.card-gorilla.com/card/detail/2,2,영화,영화,EXACT,"CGV, YES24 영화 예매시 최대 7,000원 할인"
https://www.card-gorilla.com/card/detail/2,2,적립,기타혜택,UNMAPPED_FALLBACK_기타혜택,신한카드 Love포인트 적립 및 사용
https://www.card-gorilla.com/card/detail/2,2,테마파크,테마파크,EXACT,주요 놀이공원 30~50% 할인 및 스포츠 할인 서비스
https://www.card-gorilla.com/card/detail/2,2,경기관람,기타혜택,UNMAPPED_FALLBACK_기타혜택,"프로야구, 프로농구 할인 서비스"
https://www.card-gorilla.com/card/detail/2,2,기타,기타,EXACT,통합할인한도
https://www.card-gorilla.com/card/detail/3,3,쇼핑,쇼핑,EXACT,"3대 백화점(롯데,신세계,현대) 및 롯데마트 5% 결제일 할인"
https://www.card-gorilla.com/card/detail/3,3,푸드,기타혜택,UNMAPPED_FALLBACK_기타혜택,국내 유명 패밀리 레스토랑 및 커피 최대 20% 할인
https://www.card-gorilla.com/card/detail/3,3,영화,영화,EXACT,"맥스무비, 인터파크 YES24 예매시 1,500원 할인"
https://www.card-gorilla.com/card/detail/3,3,주유소,주유소,EXACT,S-OIL 주유 시 리터 당 60원 적립
https://www.card-gorilla.com/card/detail/3,3,교육/육아,기타혜택,UNMAPPED_FALLBACK_기타혜택,"베이비 프리미엄 제품 전문쇼핑몰 「쁘띠엘린스토어」
오프라인 매장 15%, 온라인몰 20% 할인"
https://www.card-gorilla.com/card/detail/3,3,테마파크,테마파크,EXACT,주요 놀이공원 최대 50% 할인
https://www.card-gorilla.com/card/detail/3,3,통신,통신,EXACT,"이동통신요금 자동이체 시 2% 결제일 할인(SKT, KT, LGT)"
https://www.card-gorilla.com/card/detail/3,3,경기관람,기타혜택,UNMAPPED_FALLBACK_기타혜택,스포츠 관람 할인 서비스
https://www.card-gorilla.com/card/detail/8,4,선택형,기타혜택,UNMAPPED_FALLBACK_기타혜택,Gift Option Service - 매년 1회 옵션 품목 중 한 가지를 선택하여 이용
https://www.card-gorilla.com/card/detail/8,4,국내외가맹점,모든가맹점,SYNONYM_APPLIED,"일시불/할부 이용금액의 0.7% 마이신한포인트 적립
해외, 명품 아울렛(신세계/롯데), 면세점, 골프 업종 이용 시 5% 마이신한포인트 적립"
https://www.card-gorilla.com/card/detail/8,4,주유소,주유소,EXACT,GS칼텍스 주유 시 리터당 60원 결제일 할인
https://www.card-gorilla.com/card/detail/8,4,생활,생활,EXACT,커피/제과/택시/화장품/영화 5% 할인
https://www.card-gorilla.com/card/detail/8,4,면세점,면세점,EXACT,제주 JDC 면세점 이용 시 8% 할인
https://www.card-gorilla.com/card/detail/8,4,진에어,기타혜택,UNMAPPED_FALLBACK_기타혜택,진에어 국제선 항공권 결제일 할인
https://www.card-gorilla.com/card/detail/8,4,공연/전시,기타혜택,UNMAPPED_FALLBACK_기타혜택,오디오 가이드 및 오페라 글라스 무료 이용 서비스
https://www.card-gorilla.com/card/detail/8,4,프리미엄,기타혜택,UNMAPPED_FALLBACK_기타혜택,국제브랜드사 서비스 공통사항 안내
https://www.card-gorilla.com/card/detail/10,5,대중교통,대중교통,EXACT,"버스, 지하철 후불 교통 이용 금액 일 200원 ~ 일 600원 할인"
https://www.card-gorilla.com/card/detail/10,5,택시,택시,EXACT,택시/KTX 이용 금액 10% 할인
https://www.card-gorilla.com/card/detail/10,5,백화점,백화점,EXACT,4대 백화점 5% 할인
https://www.card-gorilla.com/card/detail/10,5,카페,카페,EXACT,커피전문점 10% 할인
https://www.card-gorilla.com/card/detail/10,5,편의점,편의점,EXACT,편의점 5% 할인
https://www.card-gorilla.com/card/detail/10,5,통신,통신,EXACT,이동통신요금 5% 할인
https://www.card-gorilla.com/card/detail/10,5,영화,영화,EXACT,"CGV, 메가박스"
https://www.card-gorilla.com/card/detail/10,5,캐시백,기타혜택,UNMAPPED_FALLBACK_기타혜택,"전기요금, 통신요금, 해외이용금액 5% 캐시백 제공 (전년도 1천만원 이상)"
https://www.card-gorilla.com/card/detail/11,6,모든가맹점,모든가맹점,EXACT,"전가맹점 0.7% 캐시백, 이동통신요금 자동이체 건 추가 0.7% 캐시백"
https://www.card-gorilla.com/card/detail/11,6,생활,생활,EXACT,"생활친화가맹점 잔돈할인 서비스, Coin-Save"
https://www.card-gorilla.com/card/detail/11,6,영화,영화,EXACT,온라인 영화 예매 할인
https://www.card-gorilla.com/card/detail/12,7,항공마일리지,항공,SYNONYM_APPLIED,"대한항공 1,500원당 1마일/아시아나항공 1,000원당 1마일"
https://www.card-gorilla.com/card/detail/12,7,생활,생활,EXACT,마이신한포인트 추가 적립
https://www.card-gorilla.com/card/detail/12,7,프리미엄,기타혜택,UNMAPPED_FALLBACK_기타혜택,특급 호텔 발렛파킹/면세점 우대 서비스 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/13,8,공과금,기타혜택,UNMAPPED_FALLBACK_기타혜택,월납요금(공과금) 10% 할인서비스 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/13,8,편의점,편의점,EXACT,편의점 10% 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/13,8,병원/약국,병원약국,SYNONYM_APPLIED,병원/약국업종 10% 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/13,8,생활,생활,EXACT,세탁소 업종 10% 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/13,8,온라인쇼핑,온라인쇼핑,EXACT,온라인 쇼핑 10% 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/13,8,택시,택시,EXACT,택시 10% 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/13,8,푸드,기타혜택,UNMAPPED_FALLBACK_기타혜택,식음료 10% 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/13,8,대형마트,대형마트,EXACT,3대 마트 10% 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/13,8,주유소,주유소,EXACT,4대 정유사 리터당 60원 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/13,8,온라인쇼핑,온라인쇼핑,EXACT,인테이크몰 20% 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/14,9,선택형,기타혜택,UNMAPPED_FALLBACK_기타혜택,할인율 선택 서비스
https://www.card-gorilla.com/card/detail/14,9,카페,카페,EXACT,"스타벅스, 커피빈"
https://www.card-gorilla.com/card/detail/14,9,편의점,편의점,EXACT,"GS25, 세븐일레븐, CU"
https://www.card-gorilla.com/card/detail/14,9,소셜커머스,기타혜택,UNMAPPED_FALLBACK_기타혜택,소셜커머스
https://www.card-gorilla.com/card/detail/14,9,택시,택시,EXACT,택시
https://www.card-gorilla.com/card/detail/14,9,베이커리,기타혜택,UNMAPPED_FALLBACK_기타혜택,"파리바게트, 뚜레쥬르"
https://www.card-gorilla.com/card/detail/14,9,영화,영화,EXACT,"CGV, 롯데시네마"
https://www.card-gorilla.com/card/detail/14,9,카페,카페,EXACT,스타벅스 모바일쿠폰 보너스 리워드 (분기별 실적 250만원 이상)
https://www.card-gorilla.com/card/detail/15,10,바우처,기타혜택,UNMAPPED_FALLBACK_기타혜택,Gift Option
https://www.card-gorilla.com/card/detail/15,10,항공마일리지,항공,SYNONYM_APPLIED,항공 마일리지 적립 서비스
https://www.card-gorilla.com/card/detail/15,10,면세점,면세점,EXACT,제주 JDC 면세점 8% 결제일 할인
https://www.card-gorilla.com/card/detail/15,10,공항라운지,공항라운지,EXACT,더라운지
https://www.card-gorilla.com/card/detail/15,10,주유소,주유소,EXACT,GS칼텍스 주유 시 리터당 40원 결제일 할인
https://www.card-gorilla.com/card/detail/15,10,카페,카페,EXACT,"스타벅스 3,000원 할인"
https://www.card-gorilla.com/card/detail/16,11,주유,주유소,SYNONYM_APPLIED,국내 주유소 리터당 40~150포인트/충전소 리터당 10~50포인트 적립
https://www.card-gorilla.com/card/detail/16,11,쇼핑,쇼핑,EXACT,1~5% 특별적립
https://www.card-gorilla.com/card/detail/16,11,마트/편의점,기타혜택,UNMAPPED_FALLBACK_기타혜택,1~5% 특별적립
https://www.card-gorilla.com/card/detail/16,11,택시,택시,EXACT,1~5% 특별적립
https://www.card-gorilla.com/card/detail/16,11,정비,기타혜택,UNMAPPED_FALLBACK_기타혜택,1~5% 특별적립
https://www.card-gorilla.com/card/detail/16,11,국내외가맹점,모든가맹점,SYNONYM_APPLIED,국내/외 가맹점 0.2~2.0% 적립
https://www.card-gorilla.com/card/detail/16,11,프리미엄,기타혜택,UNMAPPED_FALLBACK_기타혜택,Platinum # 서비스(전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/18,12,쇼핑,쇼핑,EXACT,"[쇼핑 할인] 오프라인 쇼핑(백화점, 프리미엄 아울렛, 마트, 창고형 할인매장) 10% 할인
· 온라인 쇼핑(홈쇼핑, 소셜커머스) 10% 할인 (전월실적 50만원 이상)"
https://www.card-gorilla.com/card/detail/18,12,생활,생활,EXACT,"[생활 할인] 커피전문점·잡화·온라인서점 10% 할인
· 주유 60원/L 할인 (전월실적 50만원 이상)"
https://www.card-gorilla.com/card/detail/18,1248,해외,기타혜택,UNMAPPED_FALLBACK_기타혜택,[해외이용 캐시백] 해외이용금액 5% 캐시백 (연간실적 1천만원 이상)
https://www.card-gorilla.com/card/detail/18,1249,푸드,기타혜택,UNMAPPED_FALLBACK_기타혜택,"[제휴 할인] 마켓컬리, 프레딧, 집반찬연구소 10% 할인서비스 (전월실적 30만원 이상)"
https://www.card-gorilla.com/card/detail/21,13,국내외가맹점,모든가맹점,SYNONYM_APPLIED,"국내외 가맹점 1%, 생활밀착 가맹점 추가 0.7% 캐시백"
https://www.card-gorilla.com/card/detail/21,13,생활,생활,EXACT,잔돈 할인 서비스(Coin-Save)
https://www.card-gorilla.com/card/detail/21,13,영화,영화,EXACT,온라인 영화 예매 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/21,13,테마파크,테마파크,EXACT,서울랜드 50% 할인 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/21,13,프리미엄,기타혜택,UNMAPPED_FALLBACK_기타혜택,Platinum# 서비스 및 국제브랜드사 서비스 (전월실적 30만원 이상)
https://www.card-gorilla.com/card/detail/26,14,교육/육아,기타혜택,UNMAPPED_FALLBACK_기타혜택,"일반전문학원, 학습지, 유치원 업종 캐시백 (전월실적 50만원 이상)"
https://www.card-gorilla.com/card/detail/26,14,공과금,기타혜택,UNMAPPED_FALLBACK_기타혜택,"아파트 관리비 자동이체 매월 5,000원 캐시백 (전월실적 50만원 이상)"
https://www.card-gorilla.com/card/detail/26,14,생활,생활,EXACT,주요 생활업종 이용시 1% 캐시백 (전월실적 50만원 이상)
https://www.card-gorilla.com/card/detail/28,15,백화점,백화점,EXACT,신세계백화점 5% 결제일 할인
https://www.card-gorilla.com/card/detail/28,15,생활,생활,EXACT,Life Care가맹점 5% 결제일 할인
https://www.card-gorilla.com/card/detail/28,15,테마파크,테마파크,EXACT,"롯데월드, 서울랜드 자유이용권 50% 할인"
https://www.card-gorilla.com/card/detail/28,15,해외,기타혜택,UNMAPPED_FALLBACK_기타혜택,해외 매출 5% 캐시백
https://www.card-gorilla.com/card/detail/35,16,주유,주유소,SYNONYM_APPLIED,GS칼텍스 주유 시 리터당 60~100원 할인
https://www.card-gorilla.com/card/detail/35,16,교통,기타혜택,UNMAPPED_FALLBACK_기타혜택,"버스, 지하철, 택시 3~7% 할인"
https://www.card-gorilla.com/card/detail/35,16,영화,영화,EXACT,"맥스무비, 인터파크, YES24 예매 시 할인"
https://www.card-gorilla.com/card/detail/35,16,테마파크,테마파크,EXACT,주요 놀이공원 할인 서비스
https://www.card-gorilla.com/card/detail/36,17,선택형,기타혜택,UNMAPPED_FALLBACK_기타혜택,"Cube 선택서비스 - 선택서비스 5개, 5% 할인"
https://www.card-gorilla.com/card/detail/36,17,할인,기타혜택,UNMAPPED_FALLBACK_기타혜택,Coin-Save(잔돈할인) 서비스 - 잔돈은 할인
https://www.card-gorilla.com/card/detail/36,17,프리미엄 서비스,기타혜택,UNMAPPED_FALLBACK_기타혜택,Platinum# 서비스 및 국제브랜드사 서비스
https://www.card-gorilla.com/card/detail/36,17,[2020 소비 트렌드] 국내 할인 한도 1위 '10만 원'에 주목하라,기타혜택,UNMAPPED_FALLBACK_기타혜택,신한카드 Mr.Life
https://www.card-gorilla.com/card/detail/37,18,바우처,기타혜택,UNMAPPED_FALLBACK_기타혜택,Gift Option Service
https://www.card-gorilla.com/card/detail/37,18,선택형,기타혜택,UNMAPPED_FALLBACK_기타혜택,"캐시백(캐시백형 선택 시)
마일리지 적립(마일리지 적립형 선택 시)"
https://www.card-gorilla.com/card/detail/37,18,여행/숙박,기타혜택,UNMAPPED_FALLBACK_기타혜택,JEJU 할인
https://www.card-gorilla.com/card/detail/37,18,공항라운지,공항라운지,EXACT,공항라운지
https://www.card-gorilla.com/card/detail/37,18,카페,카페,EXACT,커피 할인
https://www.card-gorilla.com/card/detail/37,18,베이커리,기타혜택,UNMAPPED_FALLBACK_기타혜택,베이커리 할인
https://www.card-gorilla.com/card/detail/37,18,쇼핑,쇼핑,EXACT,쇼핑 할인
https://www.card-gorilla.com/card/detail/37,18,생활,생활,EXACT,생활 할인
https://www.card-gorilla.com/card/detail/38,19,학원,교육육아,SYNONYM_APPLIED,자녀교육에 필요한 가맹점에서 5% 할인
https://www.card-gorilla.com/card/detail/38,19,문화센터,기타혜택,UNMAPPED_FALLBACK_기타혜택,자녀 감성발달에 필요한 가맹점에서 5% 할인
https://www.card-gorilla.com/card/detail/38,19,도서,기타혜택,UNMAPPED_FALLBACK_기타혜택,자녀 도서 구매에도 5% 할인
https://www.card-gorilla.com/card/detail/38,19,생활,생활,EXACT,COIN-SAVE 잔돈 할인
https://www.card-gorilla.com/card/detail/38,19,프리미엄,기타혜택,UNMAPPED_FALLBACK_기타혜택,Platinum# 서비스 및 국제브랜드사 서비스
https://www.card-gorilla.com/card/detail/39,20,주유,주유소,SYNONYM_APPLIED,4개의 정유사 중 직접 고른 1개 정유사 주유 이용금액 10% 결제일 할인 (전월실적 30만원 이상)
